reference;wholesale_price;price;;;;;;discount
MMCP-R45-2530RD;21,12;38,4;;;;;;30
MMCP-R45-25325BK;21,65;39,37;;;;;;30
MMCP-R45-25325BL;21,65;39,37;;;;;;30
MMCP-R45-25325RD;21,65;39,37;;;;;;30
MMCP-R45-2535BK;22,18;40,33;;;;;;30
MMCP-R45-2535BL;22,18;40,33;;;;;;30
MMCP-R45-2535RD;22,18;40,33;;;;;;30
MMCP-R45-2540BK;23,24;42,25;;;;;;30
MMCP-R45-2540BL;23,24;42,25;;;;;;30
MMCP-R45-2540RD;23,24;42,25;;;;;;30
MMCP-R45-27530BK;21,12;38,4;;;;;;30
MMCP-R45-27530BL;21,12;38,4;;;;;;30
MMCP-R45-27530RD;21,12;38,4;;;;;;30
MMCP-R45-30325BK;24,82;45,13;;;;;;30
MMCP-R45-30325BL;24,82;45,13;;;;;;30
MMCP-R45-30325RD;24,82;45,13;;;;;;30
MMCP-R45-3035BK;23,24;42,25;;;;;;30
MMCP-R45-3035BL;23,24;42,25;;;;;;30
MMCP-R45-3035RD;23,24;42,25;;;;;;30
MMCP-R45-30375BK;23,77;43,21;;;;;;30
MMCP-R45-30375BL;23,77;43,21;;;;;;30
MMCP-R45-30375RD;23,77;43,21;;;;;;30
MMCP-R45-3040BK;24,3;44,18;;;;;;30
MMCP-R45-3040BL;24,3;44,18;;;;;;30
MMCP-R45-3040RD;24,3;44,18;;;;;;30
MMCP-R45-3540BK;25,36;46,1;;;;;;30
MMCP-R45-3540BL;25,36;46,1;;;;;;30
MMCP-R45-3540RD;25,36;46,1;;;;;;30
MMCP-R90-17525BK;16,89;30,71;;;;;;30
MMCP-R90-17525BL;16,89;30,71;;;;;;30
MMCP-R90-17525RD;16,89;30,71;;;;;;30
MMCP-R90-20225BK;17,42;31,68;;;;;;30
MMCP-R90-20225BL;17,42;31,68;;;;;;30
MMCP-R90-20225RD;17,42;31,68;;;;;;30
MMCP-R90-2025BK;18,47;33,59;;;;;;30
MMCP-R90-2025BL;18,47;33,59;;;;;;30
MMCP-R90-2025RD;18,47;33,59;;;;;;30
MMCP-R90-2030BK;18,47;33,59;;;;;;30
MMCP-R90-2030BL;18,47;33,59;;;;;;30
MMCP-R90-2030RD;18,47;33,59;;;;;;30
MMCP-R90-22525BK;18,47;33,59;;;;;;30
MMCP-R90-22525BL;18,47;33,59;;;;;;30
MMCP-R90-22525RD;18,47;33,59;;;;;;30
MMCP-R90-22530BK;19,01;34,56;;;;;;30
MMCP-R90-22530BL;19,01;34,56;;;;;;30
MMCP-R90-22530RD;19,01;34,56;;;;;;30
MMCP-R90-25275BK;20,59;37,44;;;;;;30
MMCP-R90-25275BL;20,59;37,44;;;;;;30
MMCP-R90-25275RD;20,59;37,44;;;;;;30
MMCP-R90-2530BK;21,12;38,4;;;;;;30
MMCP-R90-2530BL;21,12;38,4;;;;;;30
MMCP-R90-2530RD;21,12;38,4;;;;;;30
MMCP-R90-25325BK;21,65;39,37;;;;;;30
MMCP-R90-25325BL;21,65;39,37;;;;;;30
MMCP-R90-25325RD;21,65;39,37;;;;;;30
MMCP-R90-2535BK;22,18;40,33;;;;;;30
MMCP-R90-2535BL;22,18;40,33;;;;;;30
MMCP-R90-2535RD;22,18;40,33;;;;;;30
MMCP-R90-2540BK;23,24;42,25;;;;;;30
MMCP-R90-2540BL;23,24;42,25;;;;;;30
MMCP-R90-2540RD;23,24;42,25;;;;;;30
MMCP-R90-27530BK;21,12;38,4;;;;;;30
MMCP-R90-27530BL;21,12;38,4;;;;;;30
MMCP-R90-27530RD;21,12;38,4;;;;;;30
MMCP-R90-30325BK;24,82;45,13;;;;;;30
MMCP-R90-30325BL;24,82;45,13;;;;;;30
MMCP-R90-30325RD;24,82;45,13;;;;;;30
MMCP-R90-3035BK;23,24;42,25;;;;;;30
MMCP-R90-3035BL;23,24;42,25;;;;;;30
MMCP-R90-3035RD;23,24;42,25;;;;;;30
MMCP-R90-30375BK;23,77;43,21;;;;;;30
MMCP-R90-30375BL;23,77;43,21;;;;;;30
MMCP-R90-30375RD;23,77;43,21;;;;;;30
MMCP-R90-3040BK;24,3;44,18;;;;;;30
MMCP-R90-3040BL;24,3;44,18;;;;;;30
MMCP-R90-3040RD;24,3;44,18;;;;;;30
MMCP-R90-3540BK;25,36;46,1;;;;;;30
MMCP-R90-3540BL;25,36;46,1;;;;;;30
MMCP-R90-3540RD;25,36;46,1;;;;;;30
MMDB-CRF250-04LX;20,96;38,11;;;;;;30
MMDB-CRF250-04RX;20,96;38,11;;;;;;30
MMDB-CRF250R-10LX;20,35;37;;;;;;30
MMDB-CRF250R-10RX;21,17;38,49;;;;;;30
MMDB-CRF450-02LX;22,1;40,19;;;;;;30
MMDB-CRF450-02RX;20,96;38,11;;;;;;30
MMDB-CRF450R-05LX;20,96;38,11;;;;;;30
MMDB-CRF450R-05RX;20,96;38,11;;;;;;30
MMDB-CRF450R-09LX;20,96;38,11;;;;;;30
MMDB-CRF450R-09RX;20,96;38,11;;;;;;30
MMDB-CRF450X-05LX;20,96;38,11;;;;;;30
MMDB-CRF450X-05RX;20,96;38,11;;;;;;30
MMDB-DRZ400-00LX;61,05;111;;;;;;30
MMDB-DRZ400-00RX;61,05;111;;;;;;30
MMDBH-CRF450R-02KTYRD;7,07;12,86;;;;;;30
MMDBH-CRF450R-05KTYBK;6,8;12,36;;;;;;30
MMDBH-CRF450R-05KTYBL;6,93;12,61;;;;;;30
MMDBH-CRF450X-05KTRD;7,14;12,99;;;;;;30
MMDBH-DRZ400S-00BK;6,8;12,36;;;;;;30
MMDBH-KTM2-03BK;6,8;12,36;;;;;;30
MMDBH-KX450F-10KTYBL;7,36;13,38;;;;;;30
MMDBH-KX500-88KTGR;50,04;90,98;;;;;;30
MMDBH-XR650R-00KTBK;40,06;72,83;;;;;;30
MMDBH-XR650R-00KTBL;21,45;39;;;;;;30
MMDBH-XR650R-00KTRD;40,06;72,83;;;;;;30
MMDBH-YZ250F-01KTBL;6,8;12,36;;;;;;30
MMDBH-YZ250F-07KTBL;40,06;72,83;;;;;;30
MMDBH-YZ450F-00KTBL;6,6;12;;;;;;30
MMDBH-YZ450F-10BL;6,8;12,36;;;;;;30
MMDB-KTM2-03LX;91,55;166,46;;;;;;30
MMDB-KTM2-03RX;91,55;166,46;;;;;;30
MMDB-KTM3-08LX;20,96;38,11;;;;;;30
MMDB-KTM4-08RX;20,96;38,11;;;;;;30
MMDB-KTM5-07LX;21,67;39,4;;;;;;30
MMDB-KX250F-10LX;20,96;38,11;;;;;;30
MMDB-KX250F-10RX;20,96;38,11;;;;;;30
MMDB-KX450F-08RX;21,24;38,63;;;;;;30
MMDB-KX450F-10LX;22,54;40,99;;;;;;30
MMDB-KX450F-10RX;21,24;38,63;;;;;;30
MMDB-KX85-98X;91,55;166,46;;;;;;30
MMDB-RM85-00X;114,25;207,72;;;;;;30
MMDB-RMZ250-07LX;20,96;38,11;;;;;;30
MMDB-RMZ250-07RX;20,96;38,11;;;;;;30
MMDB-RMZ250-10RX;20,96;38,11;;;;;;30
MMDB-RMZ450-05LX;21,81;39,65;;;;;;30
MMDB-RMZ450-08LX;53,26;96,83;;;;;;30
MMDB-RMZ450-08RX;20,96;38,11;;;;;;30
MMDB-YZ125-05LX;20,96;38,11;;;;;;30
MMDB-YZ125-05RX;21,81;39,65;;;;;;30
MMDB-YZ250-05RX;20,96;38,11;;;;;;30
MMDB-YZ250F-07LX;20,96;38,11;;;;;;30
MMDB-YZ250F-07RX;22,1;40,19;;;;;;30
MMDB-YZ250F-10LX;20,35;37;;;;;;30
MMDB-YZ250F-10RX;21,67;39,4;;;;;;30
MMDB-YZ450F-00LX;21,81;39,65;;;;;;30
MMDB-YZ450F-00RX;21,67;39,4;;;;;;30
MMDB-YZ450F-10LX;20,96;38,11;;;;;;30
MMDB-YZ450F-10RX;21,24;38,63;;;;;;30
MMDB-YZ85-02X;20,96;38,11;;;;;;30
MMEXH-ADAP-3DSE;28,06;51,01;;;;;;30
MMEXH-ADAP-MUS4;51,02;92,77;;;;;;30
MMEXH-ADAP-SDAE;28,06;51,01;;;;;;30
MMEXH-MUS4-15;541,97;985,4;;;;;;30
MMEXH-MUS8-15APBK;298,32;542,4;;;;;;30
MMEXH-MUS8-15APP;298,32;542,4;;;;;;30
MMEXH-MUS8-15ARBK;243,13;442,06;;;;;;30
MMEXH-MUS8-15ARP;243,13;442,06;;;;;;30
MMEXH-MUS8-15ASBK;406,6;739,28;;;;;;30
MMEXH-MUS8-15ASP;406,6;739,28;;;;;;30
MMEXH-MUS8-15HP;119,75;217,72;;;;;;30
MMEXH-MUS8-15XP;119,75;217,72;;;;;;30
MMEXH-WRX-15;659,11;1198,38;;;;;;30
MMFAN-10;30,06;54,65;;;;;;30
MMFAN-10C;48,46;88,1;;;;;;30
MMFAN-10HD;58,31;106,01;;;;;;30
MMFAN-11HD;64,04;116,43;;;;;;30
MMFAN-12;39,58;71,96;;;;;;30
MMFAN-12BL;43,73;79,51;;;;;;30
MMFAN-12C;50,53;91,88;;;;;;30
MMFAN-12HD;71,33;129,69;;;;;;30
MMFAN-12RD;43,73;79,51;;;;;;30
MMFAN-14;35,07;63,76;;;;;;30
MMFAN-14C;54,69;99,44;;;;;;30
MMFAN-16;42,17;76,67;;;;;;30
MMFAN-16C;62,32;113,3;;;;;;30
MMFAN-16HD;80,7;146,73;;;;;;30
MMFAN-6;27,42;49,85;;;;;;30
MMFAN-8;28,06;51,01;;;;;;30
MMFAN-CLIPBK;2,75;5;;;;;;30
MMFAN-CNTL-U18NPT;34,07;61,94;;;;;;30
MMFAN-CNTL-UPROBE;32,06;58,29;;;;;;30
MMFAN-MOUNT;5,01;9,11;;;;;;30
MMFAN-PWM-UBK;101,61;184,75;;;;;;30
MMFAN-SWITCH;18,54;33,7;;;;;;30
MMFN-L;7,92;14,4;;;;;;30
MMFN-S;7,92;14,4;;;;;;30
MMFS-240-89KA;118,18;214,88;;;;;;30
MMFS-240-95KA;118,18;214,88;;;;;;30
MMFS-300ZX-90T;118,18;214,88;;;;;;30
MMFS-350Z-03;116,62;212,04;;;;;;30
MMFS-3KGT-91;118,18;214,88;;;;;;30
MMFS-AE86-83;118,18;214,88;;;;;;30
MMFS-B4-90;118,18;214,88;;;;;;30
MMFS-BRZ-13P;165,04;300,07;;;;;;30
MMFS-BRZ-13PBK;176,49;320,89;;;;;;30
MMFS-CIV-06SI;118,18;214,88;;;;;;30
MMFS-CIV-92;86,94;158,08;;;;;;30
MMFS-CRX-88;118,18;214,88;;;;;;30
MMFS-DBP-26;118,18;214,88;;;;;;30
MMFS-E36-92K;134,85;245,19;;;;;;30
MMFS-E36-92P;131,82;239,68;;;;;;30
MMFS-E46-01;113,62;206,58;;;;;;30
MMFS-E46-01K;154,63;281,14;;;;;;30
MMFS-E46-99;133,28;242,32;;;;;;30
MMFS-E46-99K;131,82;239,67;;;;;;30
MMFS-ECL-95T;116,2;211,28;;;;;;30
MMFS-EVO-01;118,18;214,88;;;;;;30
MMFS-EVO-10;118,18;214,88;;;;;;30
MMFS-GC8-93;118,18;214,88;;;;;;30
MMFS-HDOC-10;122,01;221,84;;;;;;30
MMFS-HDOC-17;176,4;320,73;;;;;;30
MMFS-INT-90;97,36;177,01;;;;;;30
MMFS-INT-94;118,18;214,88;;;;;;30
MMFS-MIA-90;118,18;214,88;;;;;;30
MMFS-MIA-99;118,18;214,88;;;;;;30
MMFS-MR2-90;118,18;214,88;;;;;;30
MMFS-MUS-79;118,18;214,88;;;;;;30
MMFS-MUS-94;109,31;198,74;;;;;;30
MMFS-MUS-97;118,18;214,88;;;;;;30
MMFS-PRE-97;118,18;214,88;;;;;;30
MMFS-PRO-03;97,36;177,01;;;;;;30
MMFS-R32-RHD;118,18;214,88;;;;;;30
MMFS-R33-RHD;118,18;214,88;;;;;;30
MMFS-RSX-02;118,18;214,88;;;;;;30
MMFS-RX8-04;118,18;214,88;;;;;;30
MMFS-RX-LS;118,18;214,88;;;;;;30
MMFS-S13-89SR;118,18;214,88;;;;;;30
MMFS-S14-95SR;118,18;214,88;;;;;;30
MMFS-S2K-00;118,18;214,88;;;;;;30
MMFS-STI-08P;129,12;234,76;;;;;;30
MMFS-SUP-86;118,18;214,88;;;;;;30
MMFS-SUP-93T;118,18;214,88;;;;;;30
MMFS-WRA-87K;246,05;447,37;;;;;;30
MMFS-WRX-01P;158,79;288,71;;;;;;30
MMFT-10AN-45;9,63;17,51;;;;;;30
MMFT-16ORB-114BK;12,73;23,15;;;;;;30
MMFT-16ORB-12BK;8,49;15,43;;;;;;30
MMFT-16ORB-16BK;8,49;15,43;;;;;;30
MMFT-16ORB-1BK;12,73;23,15;;;;;;30
MMFT-16ORB-34BK;12,73;23,15;;;;;;30
MMFT-ADA-0414;1,72;3,12;;;;;;30
MMFT-ADA-0418;1,72;3,12;;;;;;30
MMFT-ADA-0612;1,72;3,12;;;;;;30
MMFT-ADA-0614;1,72;3,12;;;;;;30
MMFT-ADA-0618;1,72;3,12;;;;;;30
MMFT-ADA-0638;1,72;3,12;;;;;;30
MMFT-ADA-0812;1,72;3,12;;;;;;30
MMFT-ADA-0814;2,86;5,2;;;;;;30
MMFT-ADA-0838;1,72;3,12;;;;;;30
MMFT-ADA-1012;1,72;3,12;;;;;;30
MMFT-ADA-1038;1,72;3,12;;;;;;30
MMFT-ADA-1212;4;7,28;;;;;;30
MMFT-ADA-1234;4;7,28;;;;;;30
MMFT-CHKVLV-34;44,23;80,42;;;;;;30
MMFT-M16-10SBK;9,73;17,69;;;;;;30
MMFT-M16-12BK;5,72;10,4;;;;;;30
MMFT-M16-38BK;5,72;10,4;;;;;;30
MMFT-M16-6BK;4,4;8;;;;;;30
MMFT-M22-10;6,29;11,44;;;;;;30
MMFT-M22-12;6,29;11,44;;;;;;30
MMFT-M22-18NPT;6,29;11,44;;;;;;30
MMFT-M22-8;6,29;11,44;;;;;;30
MMFT-M27-34BK;6,05;11;;;;;;30
MMFT-PL-10120;12,65;23;;;;;;30
MMFT-PL-10180;12,65;23;;;;;;30
MMFT-PL-1045;12,1;22;;;;;;30
MMFT-PL-1090;12,1;22;;;;;;30
MMFT-PL-10S;4,4;8;;;;;;30
MMFT-PL-12120;14,3;26;;;;;;30
MMFT-PL-1245;12,65;23;;;;;;30
MMFT-PL-1290;12,65;23;;;;;;30
MMFT-PL-12S;4,4;8;;;;;;30
MMFT-PL-445;8,25;15;;;;;;30
MMFT-PL-490;8,25;15;;;;;;30
MMFT-PL-4S;2,75;5;;;;;;30
MMFT-PL-6180;10,45;19;;;;;;30
MMFT-PL-645;8,8;16;;;;;;30
MMFT-PL-690;8,8;16;;;;;;30
MMFT-PL-6S;3,3;6;;;;;;30
MMFT-PL-8180;11,55;21;;;;;;30
MMFT-PL-845;10,45;19;;;;;;30
MMFT-PL-890;10,45;19;;;;;;30
MMFT-PL-8S;3,85;7;;;;;;30
MMFT-RED-0406;2,86;5,2;;;;;;30
MMFT-RED-0608;2,86;5,2;;;;;;30
MMFT-RED-0610;4;7,28;;;;;;30
MMFT-RED-0810;1,72;3,12;;;;;;30
MMFT-RED-1012;2,86;5,2;;;;;;30
MMFT-RPF-04;3,43;6,24;;;;;;30
MMFT-RPF-06;4,58;8,32;;;;;;30
MMFT-RPF-08;4,58;8,32;;;;;;30
MMFT-SW-04-180;5,15;9,36;;;;;;30
MMFT-SW-04-45;6,29;11,44;;;;;;30
MMFT-SW-04-90;5,15;9,36;;;;;;30
MMFT-SW-04P-180;8,01;14,57;;;;;;30
MMFT-SW-04P-45;7,44;13,53;;;;;;30
MMFT-SW-04P-90;7,44;13,53;;;;;;30
MMFT-SW-04P-ST;2,86;5,2;;;;;;30
MMFT-SW-04-ST;2,86;5,2;;;;;;30
MMFT-SW-06-180;4,58;8,32;;;;;;30
MMFT-SW-06-45;4,58;8,32;;;;;;30
MMFT-SW-06-90;5,15;9,36;;;;;;30
MMFT-SW-06P-180;9,73;17,69;;;;;;30
MMFT-SW-06P-45;9,16;16,65;;;;;;30
MMFT-SW-06P-90;9,16;16,65;;;;;;30
MMFT-SW-06P-ST;3,43;6,24;;;;;;30
MMFT-SW-06-ST;4;7,28;;;;;;30
MMFT-SW-08-180;9,16;16,65;;;;;;30
MMFT-SW-08-45;5,15;9,36;;;;;;30
MMFT-SW-08-90;7,44;13,53;;;;;;30
MMFT-SW-08P-180;10,87;19,77;;;;;;30
MMFT-SW-08P-45;10,3;18,73;;;;;;30
MMFT-SW-08P-90;10,3;18,73;;;;;;30
MMFT-SW-08P-ST;4;7,28;;;;;;30
MMFT-SW-08-ST;5,15;9,36;;;;;;30
MMFT-SW-10-180;10,87;19,77;;;;;;30
MMFT-SW-10-45;6,29;11,44;;;;;;30
MMFT-SW-10-90;6,29;11,44;;;;;;30
MMFT-SW-10-ST;4,58;8,32;;;;;;30
MMFT-SW-12-180;12,59;22,89;;;;;;30
MMFT-SW-12-45;9,16;16,65;;;;;;30
MMFT-SW-12-90;9,16;16,65;;;;;;30
MMFT-SW-12-ST;6,29;11,44;;;;;;30
MMFT-UN-04;1,72;3,12;;;;;;30
MMFT-UN-06;1,72;3,12;;;;;;30
MMFT-UN-08;2,86;5,2;;;;;;30
MMFT-UN-10;2,86;5,2;;;;;;30
MMFT-UN-12;2,86;5,2;;;;;;30
MMFW-LG-6BK;7,9;14,37;;;;;;30
MMFW-LG-6BL;7,9;14,37;;;;;;30
MMFW-LG-6GD;7,9;14,37;;;;;;30
MMFW-LG-6GM;7,9;14,37;;;;;;30
MMFW-LG-6PR;7,9;14,37;;;;;;30
MMFW-LG-6RD;7,9;14,37;;;;;;30
MMFW-LG-6SL;7,9;14,37;;;;;;30
MMFW-SM-6BK;7,9;14,37;;;;;;30
MMFW-SM-6BL;7,9;14,37;;;;;;30
MMFW-SM-6GD;7,9;14,37;;;;;;30
MMFW-SM-6GM;7,9;14,37;;;;;;30
MMFW-SM-6PR;7,9;14,37;;;;;;30
MMFW-SM-6RD;7,9;14,37;;;;;;30
MMFW-SM-6SL;7,9;14,37;;;;;;30
MMGP-RS-16BK;48,42;88,03;;;;;;30
MMGRT-215;18,54;33,7;;;;;;30
MMGRT-235;35,07;63,76;;;;;;30
MMHE-F80-15;322,12;585,68;;;;;;30
MMHE-G80-21AT;330;600;;;;;;30
MMHE-G80-21MT;355,3;646;;;;;;30
MMHE-Q50-16;304,25;553,19;;;;;;30
MMHE-SUP-20;441;801,82;;;;;;30
MMHOSE-10100BK;9,32;16,94;;;;;;30
MMHOSE-10100BL;9,32;16,94;;;;;;30
MMHOSE-10100OR;9,32;16,94;;;;;;30
MMHOSE-10100RD;9,32;16,94;;;;;;30
MMHOSE-240SX-89KABK;47,67;86,67;;;;;;30
MMHOSE-240SX-SRBK;35,57;64,68;;;;;;30
MMHOSE-240SX-SRBL;35,57;64,68;;;;;;30
MMHOSE-240SX-SRRD;35,57;64,68;;;;;;30
MMHOSE-300ZX-90TBK;78,61;142,93;;;;;;30
MMHOSE-300ZX-90TBL;78,61;142,93;;;;;;30
MMHOSE-300ZX-90THBK;78,61;142,93;;;;;;30
MMHOSE-300ZX-90TRD;78,61;142,93;;;;;;30
MMHOSE-350Z-03BK;66,12;120,21;;;;;;30
MMHOSE-350Z-03BL;66,12;120,21;;;;;;30
MMHOSE-350Z-03IHBK;51,02;92,77;;;;;;30
MMHOSE-350Z-03IHBL;51,02;92,77;;;;;;30
MMHOSE-350Z-03IHRD;51,02;92,77;;;;;;30
MMHOSE-350Z-03RD;66,12;120,21;;;;;;30
MMHOSE-370Z-09AIBK;90,59;164,71;;;;;;30
MMHOSE-370Z-09AIBL;90,59;164,71;;;;;;30
MMHOSE-370Z-09AIRD;90,59;164,71;;;;;;30
MMHOSE-370Z-09BK;37,08;67,41;;;;;;30
MMHOSE-370Z-09BL;37,08;67,41;;;;;;30
MMHOSE-370Z-09RD;37,08;67,41;;;;;;30
MMHOSE-3KGT-91BK;47,38;86,14;;;;;;30
MMHOSE-3KGT-91BL;47,38;86,14;;;;;;30
MMHOSE-3KGT-91RD;47,38;86,14;;;;;;30
MMHOSE-AE86-83BK;51,02;92,77;;;;;;30
MMHOSE-AE86-83BL;51,02;92,77;;;;;;30
MMHOSE-AE86-83RD;51,02;92,77;;;;;;30
MMHOSE-AUD-TBBK;23,05;41,9;;;;;;30
MMHOSE-AUD-TBBL;23,05;41,9;;;;;;30
MMHOSE-AUD-TBRD;23,05;41,9;;;;;;30
MMHOSE-BRZ-13BK;81,22;147,67;;;;;;30
MMHOSE-BRZ-13BL;81,22;147,67;;;;;;30
MMHOSE-BRZ-13IBK;62,47;113,59;;;;;;30
MMHOSE-BRZ-13IBL;62,47;113,59;;;;;;30
MMHOSE-BRZ-13IRD;62,47;113,59;;;;;;30
MMHOSE-BRZ-13RD;81,22;147,67;;;;;;30
MMHOSE-CC12-4;4,66;8,47;;;;;;30
MMHOSE-CC12-6;7,44;13,53;;;;;;30
MMHOSE-CC38-4;4;7,28;;;;;;30
MMHOSE-CC38-6;8,01;14,57;;;;;;30
MMHOSE-CIV-02SIBK;35,07;63,76;;;;;;30
MMHOSE-CIV-02SIBL;35,07;63,76;;;;;;30
MMHOSE-CIV-02SIRD;35,07;63,76;;;;;;30
MMHOSE-CIV-06BK;44,78;81,41;;;;;;30
MMHOSE-CIV-06BL;44,78;81,41;;;;;;30
MMHOSE-CIV-06RD;44,78;81,41;;;;;;30
MMHOSE-CIV-88B16BK;38,07;69,22;;;;;;30
MMHOSE-CIV-88B16BL;38,07;69,22;;;;;;30
MMHOSE-CIV-88BK;38,07;69,22;;;;;;30
MMHOSE-CIV-88BL;38,07;69,22;;;;;;30
MMHOSE-CIV-88HH;11,52;20,95;;;;;;30
MMHOSE-CIV-88RD;38,07;69,22;;;;;;30
MMHOSE-CIV-92B16BK;54,15;98,45;;;;;;30
MMHOSE-CIV-92B16BL;54,15;98,45;;;;;;30
MMHOSE-CIV-92B16RD;54,15;98,45;;;;;;30
MMHOSE-CIV-92BK;42,17;76,67;;;;;;30
MMHOSE-CIV-92BL;42,17;76,67;;;;;;30
MMHOSE-CIV-92RD;42,17;76,67;;;;;;30
MMHOSE-CTR-17BK;71,85;130,63;;;;;;30
MMHOSE-CTR-17BL;71,85;130,63;;;;;;30
MMHOSE-CTR-17MBK;71,85;130,63;;;;;;30
MMHOSE-CTR-17RD;71,85;130,63;;;;;;30
MMHOSE-D2;34,19;62,16;;;;;;30
MMHOSE-D3;40,6;73,82;;;;;;30
MMHOSE-D4;51,54;93,71;;;;;;30
MMHOSE-DATS-70BK;66,64;121,17;;;;;;30
MMHOSE-DATS-70BL;66,64;121,17;;;;;;30
MMHOSE-DATS-70RD;66,64;121,17;;;;;;30
MMHOSE-E30-88BK;118,18;214,88;;;;;;30
MMHOSE-E30-88BL;118,18;214,88;;;;;;30
MMHOSE-E30-88RD;118,18;214,88;;;;;;30
MMHOSE-E36-92BK;53,1;96,55;;;;;;30
MMHOSE-E36-92BL;53,1;96,55;;;;;;30
MMHOSE-E36-92IB35BK;44,78;81,41;;;;;;30
MMHOSE-E36-92IB35BL;42,25;76,81;;;;;;30
MMHOSE-E36-92IB35RD;42,25;76,81;;;;;;30
MMHOSE-E36-92IBBK;33,89;61,62;;;;;;30
MMHOSE-E36-92IBBL;34,57;62,85;;;;;;30
MMHOSE-E36-92IBK;51,02;92,77;;;;;;30
MMHOSE-E36-92IBL;51,02;92,77;;;;;;30
MMHOSE-E36-92IBRD;34,57;62,85;;;;;;30
MMHOSE-E36-92IRD;51,02;92,77;;;;;;30
MMHOSE-E36-92RD;53,1;96,55;;;;;;30
MMHOSE-E46-01IBK;47,38;86,14;;;;;;30
MMHOSE-E46-01IBL;47,38;86,14;;;;;;30
MMHOSE-E46-01IRD;47,38;86,14;;;;;;30
MMHOSE-E46-99BK;38,07;69,22;;;;;;30
MMHOSE-E46-99BL;38,07;69,22;;;;;;30
MMHOSE-E46-99RD;38,07;69,22;;;;;;30
MMHOSE-E46-NONMBK;78,84;143,35;;;;;;30
MMHOSE-E46-NONMBL;83,3;151,45;;;;;;30
MMHOSE-E46-NONMRD;78,84;143,35;;;;;;30
MMHOSE-E90-06IHBK;29,47;53,58;;;;;;30
MMHOSE-E90-06IHBL;29,47;53,58;;;;;;30
MMHOSE-E90-06IHRD;29,47;53,58;;;;;;30
MMHOSE-ECL-90BK;46,34;84,25;;;;;;30
MMHOSE-ECL-90BL;46,34;84,25;;;;;;30
MMHOSE-ECL-90RD;46,34;84,25;;;;;;30
MMHOSE-EVO-10BK;66,64;121,17;;;;;;30
MMHOSE-EVO-10BL;66,64;121,17;;;;;;30
MMHOSE-EVO-10RD;66,64;121,17;;;;;;30
MMHOSE-EVO-4BK;47,38;86,14;;;;;;30
MMHOSE-EVO-6BK;53,1;96,55;;;;;;30
MMHOSE-EVO-6BL;53,1;96,55;;;;;;30
MMHOSE-EVO-6RD;53,1;96,55;;;;;;30
MMHOSE-EVO-8BK;42,69;77,62;;;;;;30
MMHOSE-EVO-8BL;42,69;77,62;;;;;;30
MMHOSE-EVO-8RD;42,69;77,62;;;;;;30
MMHOSE-EVO-9BK;47,38;86,14;;;;;;30
MMHOSE-EVO-9BL;47,38;86,14;;;;;;30
MMHOSE-EVO-9RD;47,38;86,14;;;;;;30
MMHOSE-EVO-UBK;20,54;37,35;;;;;;30
MMHOSE-EVO-XBOVBK;71,33;129,69;;;;;;30
MMHOSE-EVO-XBOVBL;71,33;129,69;;;;;;30
MMHOSE-EVO-XBOVRD;71,33;129,69;;;;;;30
MMHOSE-FIST-14BK;67,16;122,11;;;;;;30
MMHOSE-FIST-14BL;67,16;122,11;;;;;;30
MMHOSE-FIST-14IHBK;47,38;86,14;;;;;;30
MMHOSE-FIST-14IHBL;47,38;86,14;;;;;;30
MMHOSE-FIST-14IHRD;47,38;86,14;;;;;;30
MMHOSE-FIST-14RD;67,16;122,11;;;;;;30
MMHOSE-FOST-13BK;59,35;107,91;;;;;;30
MMHOSE-FOST-13BL;59,35;107,91;;;;;;30
MMHOSE-FOST-13RD;59,35;107,91;;;;;;30
MMHOSE-FXT-04BK;34,07;61,94;;;;;;30
MMHOSE-FXT-04BL;34,07;61,94;;;;;;30
MMHOSE-FXT-04RD;34,07;61,94;;;;;;30
MMHOSE-GC8T-92BK;52,48;95,42;;;;;;30
MMHOSE-GC8T-92BL;52,48;95,42;;;;;;30
MMHOSE-GC8T-92RD;52,48;95,42;;;;;;30
MMHOSE-GLF-95BK;159,83;290,6;;;;;;30
MMHOSE-GLF-95BL;159,83;290,6;;;;;;30
MMHOSE-GLF-95RD;159,83;290,6;;;;;;30
MMHOSE-GLF-99BK;127,56;231,92;;;;;;30
MMHOSE-GLF-99BL;127,56;231,92;;;;;;30
MMHOSE-GLF-99RD;127,56;231,92;;;;;;30
MMHOSE-GT-07BK;74,97;136,31;;;;;;30
MMHOSE-GT-07BL;74,97;136,31;;;;;;30
MMHOSE-GT-07RD;74,97;136,31;;;;;;30
MMHOSE-GTO-04BK;86,94;158,08;;;;;;30
MMHOSE-GTO-04BL;78,84;143,35;;;;;;30
MMHOSE-GTO-04RD;78,84;143,35;;;;;;30
MMHOSE-GTO-05BK;78,09;141,99;;;;;;30
MMHOSE-GTO-05BL;78,09;141,99;;;;;;30
MMHOSE-GTO-05RD;78,09;141,99;;;;;;30
MMHOSE-HON-K20BK;42,17;76,67;;;;;;30
MMHOSE-HON-K20BL;42,17;76,67;;;;;;30
MMHOSE-HON-K20RD;42,17;76,67;;;;;;30
MMHOSE-INT-90BK;35,88;65,23;;;;;;30
MMHOSE-INT-94BK;44,78;81,41;;;;;;30
MMHOSE-INT-94BL;44,78;81,41;;;;;;30
MMHOSE-INT-94RD;44,78;81,41;;;;;;30
