reference;wholesale_price;price;;;;;;discount
VWR810000;14,340734;28,67;;;;;;39,98
VWR810002;48,324;80,54;;;;;;30
VWR810003;163,8;273;;;;;;30
VWR810004;122,85;204,75;;;;;;30
VWR810005;106,47;177,45;;;;;;30
VWR810006;171,99;286,65;;;;;;30
VWR810009;34,398;57,33;;;;;;30
VWR8130S3;273,546;455,91;;;;;;30
VWR8130S3-SEDAN;273,546;455,91;;;;;;30
VWR814100;266,178;443,63;;;;;;30
VWR81G700;273,546;455,91;;;;;;30
VWR81G7-HARDWARE;13,928321;23,21;;;;;;29,99
VWR800000;6,13888;10,24;;;;;;30,05
VWR800001;6,13888;10,24;;;;;;30,05
VWR800004;6,13888;10,24;;;;;;30,05
VWR800002;6,13888;10,24;;;;;;30,05
VWR800003;6,13888;10,24;;;;;;30,05
VWR800001-BLK;28,663222;47,78;;;;;;30,01
VWR800001-SVR;28,663222;47,78;;;;;;30,01
VWR800002-BLK;32,826449;50,51;;;;;;25,01
VWR800002-SVR;32,826449;50,51;;;;;;25,01
VWR150000;68,238;113,73;;;;;;30
VWR150001;204,744;341,24;;;;;;30
VWR150002;219,0825;292,11;;;;;;15
VWR150003;62,994;104,99;;;;;;30
VWR150004;62,994;104,99;;;;;;30
VWR15G501;219,0825;292,11;;;;;;15
VWR15G502;219,0825;292,11;;;;;;15
VWR15G503;151,928;217,04;;;;;;20
VWR15G503-RACE;151,928;217,04;;;;;;20
VWR15G701;327,6;436,8;;;;;;15
VWR15G702;307,125;409,5;;;;;;15
VWR15G703;204,75;273;;;;;;15
VWR29G7250;429,978;716,63;;;;;;30
VWR29DQ381;449,634;749,39;;;;;;30
VWR600007;900,084;1500,14;;;;;;30
VWR610007;247,518;412,53;;;;;;30
VWR600360BLK;900,084;1500,14;;;;;;30
VWR600360GUN;900,084;1500,14;;;;;;30
VWR600360SVR;900,084;1500,14;;;;;;30
VWR610360BLK;247,518;412,53;;;;;;30
VWR610360GUN;247,518;412,53;;;;;;30
VWR610360SVR;247,518;412,53;;;;;;30
VWR630000;98,28;163,8;;;;;;30
VWR630001;98,28;163,8;;;;;;30
VWR630002;98,28;163,8;;;;;;30
VWR630003;98,28;163,8;;;;;;30
VWR630007;3,274908;5,46;;;;;;30,02
VWR630008;3,274908;5,46;;;;;;30,02
VWR630009;1,637454;2,73;;;;;;30,02
VWR630010;1,637454;2,73;;;;;;30,02
VWR630100;13,437;22,5;;;;;;30,28
VWR630137;1,5;2,5;;;;;;30
VWR630139;1,5;2,5;;;;;;30
VWR630142;1,5;2,5;;;;;;30
VWR630147;1,5;2,5;;;;;;30
VWR630237;1,5;2,5;;;;;;30
VWR630239;1,5;2,5;;;;;;30
VWR630242;1,5;2,5;;;;;;30
VWR630247;1,5;2,5;;;;;;30
VWR640012;53,167673;87,49;;;;;;29,23
VWR640015;56,459602;93,74;;;;;;29,77
VWR640017;60,453954;99,99;;;;;;29,54
VWR640020;64,200832;106,24;;;;;;29,57
VWR640112;53,167673;87,49;;;;;;29,23
VWR640115;56,459602;93,74;;;;;;29,77
VWR640117;60,453954;99,99;;;;;;29,54
VWR640120;64,200832;106,24;;;;;;29,57
VWR699999;8,18727;13,65;;;;;;30,02
VWR030000;1125;1125;;;;;;0
VWR030000-F3RSQ3;467,22;778,7;;;;;;30
VWR030000-F3RSQ3OPF;467,22;778,7;;;;;;30
VWR030000-IS20;467,22;778,7;;;;;;30
VWR030000-IS38;467,22;778,7;;;;;;30
VWR030000-IS20-E;467,22;778,7;;;;;;30
VWR030000-IS38-E;467,22;778,7;;;;;;30
VWR030001-GAR;467,22;778,7;;;;;;30
VWR030001-CONT;467,22;778,7;;;;;;30
VWR030001-GAR-R;467,22;778,7;;;;;;30
VWR030001-CONT-R;467,22;778,7;;;;;;30
VWR030001-RS38YOPF;467,22;778,7;;;;;;30
VWR030001-RS38Y;467,22;778,7;;;;;;30
VWR030002-115E;467,22;778,7;;;;;;30
VWR030002-150E;467,22;778,7;;;;;;30
VWR030002-200E;467,22;778,7;;;;;;30
VWRA001S;20,475;27,3;;;;;;15
VWRA001M;20,475;27,3;;;;;;15
VWRA001L;20,475;27,3;;;;;;15
VWRA001XL;20,475;27,3;;;;;;15
VWRA001XXL;20,475;27,3;;;;;;15
VWRA002S;38,387381;51,19;;;;;;15,01
VWRA002M;38,387381;51,19;;;;;;15,01
VWRA002L;38,387381;51,19;;;;;;15,01
VWRA002XL;38,387381;51,19;;;;;;15,01
VWRA002XXL;38,387381;51,19;;;;;;15,01
VWRA003S;38,387381;51,19;;;;;;15,01
VWRA003M;38,387381;51,19;;;;;;15,01
VWRA003L;38,387381;51,19;;;;;;15,01
VWRA003XL;38,387381;51,19;;;;;;15,01
VWRA003XXL;38,387381;51,19;;;;;;15,01
VWRA004S;38,387381;51,19;;;;;;15,01
VWRA004M;38,387381;51,19;;;;;;15,01
VWRA004L;38,387381;51,19;;;;;;15,01
VWRA004XL;38,387381;51,19;;;;;;15,01
VWRA004XXL;38,387381;51,19;;;;;;15,01
VWRA10000;6,137586;8,19;;;;;;15,06
