"Manufacturer","Price","Reference","Name","EAN13","Category","Weight","Height","Width","Length"
"Mishimoto","24.13","MMCLAMP-VS-2","Mishimoto Stainless Steel V-Band Clamp, 2"" (50.8mm)","811580035760","Accessories","1.2","2","10","10"
"Mishimoto","28.99","MMCLAMP-VS-25","Mishimoto Stainless Steel V-Band Clamp, 2.5"" (63.5mm)","811580035777","Accessories","1.2","2","10","10"
"Mishimoto","33.51","MMCLAMP-VS-3","Mishimoto Stainless Steel V-Band Clamp, 3"" (76.2mm)","811580035784","Accessories","1.2","2","10","10"
"Mishimoto","39.39","MMCLAMP-VS-35","Mishimoto Stainless Steel V-Band Clamp, 3.5"" (88.9mm)","811580035791","Accessories","1.2","2","10","10"
"Mishimoto","2.02","MMCLAMP-WG-101HT","Mishimoto High-Torque Worm Gear Clamp, 3.07""-3.98"" (78mm-101mm), Pack of 2","811580035593","Accessories","0.11","1","4.5","4"
"Mishimoto","4.75","MMCLAMP-WG-101HTGD","Mishimoto 2x High-Torque Worm Gear Clamp, Gold, 101mm","840197707173","Accessories","0.11","1","4.5","4"
"Mishimoto","2.02","MMCLAMP-WG-114HT","Mishimoto High-Torque Worm Gear Clamp, 3.54""-4.49"" (90mm-114mm), Pack of 2","811580035609","Accessories","0.14","1","5","4.5"
"Mishimoto","4.75","MMCLAMP-WG-114HTGD","Mishimoto 2x High-Torque Worm Gear Clamp, Gold, 114mm","840197707180","Accessories","0.14","1","5","4.5"
"Mishimoto","2.52","MMCLAMP-WG-127HT","Mishimoto High-Torque Worm Gear Clamp, 4.13""-5.00"" (105mm-127mm), Pack of 2","811580035616","Accessories","0.17","1","5.5","5"
"Mishimoto","4.75","MMCLAMP-WG-127HTGD","Mishimoto 2x High-Torque Worm Gear Clamp, Gold, 127mm","840197707203","Accessories","0.17","1","5.5","5"
"Mishimoto","3.53","MMCLAMP-WG-12HT","Mishimoto High-Torque Worm Gear Clamp, 0.31""-0.47"" (8mm-12mm), Pack of 10","811580035432","Accessories","0.14","1","4","6"
"Mishimoto","6.68","MMCLAMP-WG-12HTGD","Mishimoto 10x High-Torque Worm Gear Clamp, Gold, 12mm","840197707197","Accessories","0.14","1","4","6"
"Mishimoto","3.53","MMCLAMP-WG-16HT","Mishimoto High-Torque Worm Gear Clamp, 0.39""-0.63"" (10mm-16mm), Pack of 10","811580035449","Accessories","0.14","1","4","6"
"Mishimoto","6.68","MMCLAMP-WG-16HTGD","Mishimoto 10x High-Torque Worm Gear Clamp, Gold, 16mm","840197707210","Accessories","0.14","1","4","6"
"Mishimoto","3.53","MMCLAMP-WG-20HT","Mishimoto High-Torque Worm Gear Clamp, 0.43""-0.79"" (11mm-20mm), Pack of 10","811580035456","Accessories","0.14","1","4","6"
"Mishimoto","6.68","MMCLAMP-WG-20HTGD","Mishimoto 10x High-Torque Worm Gear Clamp, Gold, 20mm","840197707227","Accessories","0.14","1","4","6"
"Mishimoto","3.53","MMCLAMP-WG-27HT","Mishimoto High-Torque Worm Gear Clamp, 0.55""-0.1.06"" (14mm-27mm), Pack of 10","811580035463","Accessories","0.14","1","4","6"
"Mishimoto","6.68","MMCLAMP-WG-27HTGD","Mishimoto 10x High-Torque Worm Gear Clamp, Gold, 27mm","840197707234","Accessories","0.14","1","4","6"
"Mishimoto","4.04","MMCLAMP-WG-32HT","Mishimoto High-Torque Worm Gear Clamp, 0.71""-0.1.26"" (18mm-32mm), Pack of 10","811580035470","Accessories","0.14","1","4","6"
"Mishimoto","7.07","MMCLAMP-WG-32HTBK","Mishimoto High-Torque Worm Gear Clamp, 0.71""-0.1.26"" (18mm-32mm), Pack of 10, Black","811580035524","Accessories","0.14","1","4","6"
"Mishimoto","6.68","MMCLAMP-WG-32HTGD","Mishimoto 10x High-Torque Worm Gear Clamp, Gold, 32mm","840197707241","Accessories","0.14","1","4","6"
"Mishimoto","4.04","MMCLAMP-WG-44HT","Mishimoto High-Torque Worm Gear Clamp, 0.83""-1.73"" (21mm-44mm), Pack of 10","811580035487","Accessories","0.14","1","4","6"
"Mishimoto","7.07","MMCLAMP-WG-44HTBK","Mishimoto High-Torque Worm Gear Clamp, 0.83""-1.73"" (21mm-44mm), Pack of 10, Black","811580035531","Accessories","0.14","1","4","6"
"Mishimoto","6.68","MMCLAMP-WG-44HTGD","Mishimoto 10x High-Torque Worm Gear Clamp, Gold, 44mm","840197707258","Accessories","0.14","1","4","6"
"Mishimoto","4.04","MMCLAMP-WG-51HT","Mishimoto High-Torque Worm Gear Clamp, 1.06""-2.01"" (27mm-51mm), Pack of 10","811580035494","Accessories","0.14","1","4","6"
"Mishimoto","7.32","MMCLAMP-WG-51HTBK","Mishimoto High-Torque Worm Gear Clamp, 1.06""-2.01"" (27mm-51mm), Pack of 10, Black","811580035548","Accessories","0.14","1","4","6"
"Mishimoto","7.65","MMCLAMP-WG-51HTGD","Mishimoto 10x High-Torque Worm Gear Clamp, Gold, 51mm","840197707265","Accessories","0.14","1","4","6"
"Mishimoto","4.04","MMCLAMP-WG-57HT","Mishimoto High-Torque Worm Gear Clamp, 1.30""-2.24"" (33mm-57mm), Pack of 10","811580035500","Accessories","0.14","1","4","6"
"Mishimoto","7.57","MMCLAMP-WG-57HTBK","Mishimoto High-Torque Worm Gear Clamp, 1.30""-2.24"" (33mm-57mm), Pack of 10, Black","811580035555","Accessories","0.14","1","4","6"
"Mishimoto","7.65","MMCLAMP-WG-57HTGD","Mishimoto 10x High-Torque Worm Gear Clamp, Gold, 57mm","840197707272","Accessories","0.14","1","4","6"
"Mishimoto","4.04","MMCLAMP-WG-64HT","Mishimoto High-Torque Worm Gear Clamp,1.57""-2.52"" (40mm-64mm), Pack of 10","811580035517","Accessories","0.14","1","4","6"
"Mishimoto","7.57","MMCLAMP-WG-64HTBK","Mishimoto High-Torque Worm Gear Clamp,1.57""-2.52"" (40mm-64mm), Pack of 10, Black","811580035562","Accessories","0.14","1","4","6"
"Mishimoto","7.65","MMCLAMP-WG-64HTGD","Mishimoto 10x High-Torque Worm Gear Clamp, Gold, 64mm","840197707289","Accessories","0.14","1","4","6"
"Mishimoto","1.52","MMCLAMP-WG-76HT","Mishimoto High-Torque Worm Gear Clamp, 2.05""-2.99"" (52mm-76mm), Pack of 2","811580035579","Accessories","0.14","1","4","6"
"Mishimoto","3.80","MMCLAMP-WG-76HTGD","Mishimoto 2x High-Torque Worm Gear Clamp, Gold, 76mm","840197707296","Accessories","0.14","1","4","6"
"Mishimoto","1.52","MMCLAMP-WG-95HT","Mishimoto High-Torque Worm Gear Clamp, 2.83""-3.74"" (72mm-95mm), Pack of 2","811580035586","Accessories","0.14","1","4","6"
"Mishimoto","3.80","MMCLAMP-WG-95HTGD","Mishimoto 2x High-Torque Worm Gear Clamp, Gold, 95mm","840197707302","Accessories","0.14","1","4","6"
"Mishimoto","7.35","MMCLAMP-WGP-120","Mishimoto Sure Grip Worm Gear Clamp, 120mm, 2-Pack","840197711606","Accessories","0","0.5","0.25","0.5"
"Mishimoto","18.43","MMCLAMP-WGP-39","Mishimoto Sure Grip Worm Gear Clamp, 39mm, 10-Pack","840197711538","Accessories","0","0.5","0.25","0.5"
"Mishimoto","18.43","MMCLAMP-WGP-56","Mishimoto Sure Grip Worm Gear Clamp, 56mm, 10-Pack","840197711545","Accessories","0","0.5","0.25","0.5"
"Mishimoto","18.43","MMCLAMP-WGP-59","Mishimoto Sure Grip Worm Gear Clamp, 59mm, 10-Pack","840197711552","Accessories","0","0.5","0.25","0.5"
"Mishimoto","18.43","MMCLAMP-WGP-65","Mishimoto Sure Grip Worm Gear Clamp, 65mm, 10-Pack","840197711569","Accessories","0","0.5","0.25","0.5"
"Mishimoto","6.42","MMCLAMP-WGP-75","Mishimoto Sure Grip Worm Gear Clamp, 75mm, 2-Pack","840197711576","Accessories","0","0.5","0.25","0.5"
"Mishimoto","6.42","MMCLAMP-WGP-85","Mishimoto Sure Grip Worm Gear Clamp, 85mm, 2-Pack","840197711583","Accessories","0","0.5","0.25","0.5"
"Mishimoto","7.35","MMCLAMP-WGP-95","Mishimoto Sure Grip Worm Gear Clamp, 95mm, 2-Pack","840197711590","Accessories","0","0.5","0.25","0.5"
"Mishimoto","4.83","MMCP-1375SBK","Mishimoto 1.375"" - Straight Coupler, Black","748354808377","Hoses & Couplers","0.26875","2","2","3"
"Mishimoto","4.83","MMCP-1375SBL","Mishimoto 1.375"" - Straight Coupler, Blue","748354808384","Hoses & Couplers","0.26875","2","2","3"
"Mishimoto","15.76","MMCP-1590BK","Mishimoto 1.5"" - 90 Degree Coupler, Black","748666001534","Hoses & Couplers","0.26875","2","3.5","5.5"
"Mishimoto","15.76","MMCP-1590BL","Mishimoto 1.5"" - 90 Degree Coupler, Blue","748666001541","Hoses & Couplers","0.26875","2","3.5","5.5"
"Mishimoto","5.47","MMCP-17520BK","Mishimoto 1.75"" to 2.00"" Silicone Transition Coupler, Black","748666000278","Hoses & Couplers","0.26875","2","2","3.5"
"Mishimoto","5.47","MMCP-17520BL","Mishimoto 1.75"" to 2.00"" Silicone Transition Coupler, Blue","748666000285","Hoses & Couplers","0.26875","2","2","3.5"
"Mishimoto","9.31","MMCP-175SBK","Mishimoto 1.75"" Straight Silicone Coupler, Black","811580038167","Hoses & Couplers","0.23","2","3.5","5.5"
"Mishimoto","9.31","MMCP-175SBL","Mishimoto 1.75"" Straight Silicone Coupler, Blue","811580038174","Hoses & Couplers","0.23","2","3.5","5.5"
"Mishimoto","14.40","MMCP-2.5HPBK","Mishimoto Hump Hose Coupler, 2.5"", Black","748354805758","Hoses & Couplers","0.26875","3.5","3.5","3"
"Mishimoto","14.40","MMCP-2.5HPBL","Mishimoto Hump Hose Coupler, 2.5"", Blue","748354805765","Hoses & Couplers","0.26875","3.5","3.5","3"
"Mishimoto","15.97","MMCP-2.5HPPR","Mishimoto Hump Hose Coupler, 2.5"", Purple","748666001800","Hoses & Couplers","0.26875","3.5","3.5","3"
"Mishimoto","14.40","MMCP-2.5HPRD","Mishimoto Hump Hose Coupler, 2.5"", Red","748354805772","Hoses & Couplers","0.26875","3.5","3.5","3"
"Mishimoto","10.47","MMCP-20225BK","Mishimoto 2.0"" to 2.25"" Silicone Transition Coupler, Black","748354807035","Hoses & Couplers","0.26875","2.5","2.5","4"
"Mishimoto","10.47","MMCP-20225BL","Mishimoto 2.0"" to 2.25"" Silicone Transition Coupler, Blue","748354807042","Hoses & Couplers","0.26875","2.5","2.5","4"
"Mishimoto","12.86","MMCP-20225PR","Mishimoto 2.0"" to 2.25"" Silicone Transition Coupler, Purple","748666002166","Hoses & Couplers","0.26875","2.5","2.5","4"
"Mishimoto","10.27","MMCP-20225RD","Mishimoto 2.0"" to 2.25"" Silicone Transition Coupler, Red","748354807059","Hoses & Couplers","0.26875","2.5","2.5","4"
"Mishimoto","11.75","MMCP-2025BK","Mishimoto 2.0""- 2.5"" Transition Coupler, Black","748354804188","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","11.75","MMCP-2025BL","Mishimoto 2.0""- 2.5"" Transition Coupler, Blue","748354804195","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","14.40","MMCP-2025GN","Mishimoto 2.0""- 2.5"" Transition Coupler, Green","748666002050","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","14.11","MMCP-2025PR","Mishimoto 2.0""- 2.5"" Transition Coupler, Purple","748666002043","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","11.75","MMCP-2025RD","Mishimoto 2.0""- 2.5"" Transition Coupler, Red","748354804201","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","14.11","MMCP-2025WH","Mishimoto 2.0""- 2.5"" Transition Coupler, White","748666002067","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","31.00","MMCP-2045RD","Mishimoto 2"" 45 Degree Silicone Coupler, Red","811580038426","Hoses & Couplers","0.16","3","3","3"
"Mishimoto","14.40","MMCP-2090BK","Mishimoto 2.0"", 90 Degree Coupler, Black","748354804218","Hoses & Couplers","0.31","2","4","6.5"
"Mishimoto","14.40","MMCP-2090BL","Mishimoto 2.0"", 90 Degree Coupler, Blue","748354804225","Hoses & Couplers","0.31","2","4","6.5"
"Mishimoto","15.97","MMCP-2090GN","Mishimoto 2.0"", 90 Degree Coupler, Green","748666002111","Hoses & Couplers","0.31","2","4","6.5"
"Mishimoto","8.00","MMCP-2090RD","Mishimoto 2.0"", 90 Degree Coupler, Red","748354804232","Hoses & Couplers","0.31","2","4","6.5"
"Mishimoto","15.97","MMCP-2090WH","Mishimoto 2.0"", 90 Degree Coupler, White","748666002128","Hoses & Couplers","0.31","2","4","6.5"
"Mishimoto","11.75","MMCP-22525BK","Mishimoto 2.25"" to 2.5"" Silicone Transition Coupler, Black","748354806946","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","11.75","MMCP-22525BL","Mishimoto 2.25"" to 2.5"" Silicone Transition Coupler, Blue","748354806953","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","14.40","MMCP-22525PR","Mishimoto 2.25"" to 2.5"" Silicone Transition Coupler, Purple","748666002012","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","11.75","MMCP-22525RD","Mishimoto 2.25"" to 2.5"" Silicone Transition Coupler, Red","748354806960","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","5.47","MMCP-225SBK","Mishimoto 2.25"" Straight Coupler, Black","748354806977","Hoses & Couplers","0.26875","2.5","2.5","3"
"Mishimoto","5.36","MMCP-225SBL","Mishimoto 2.25"" Straight Coupler, Blue","748354806984","Hoses & Couplers","0.26875","3.5","2.5","3"
"Mishimoto","6.34","MMCP-225SGN","Mishimoto 2.25"" Straight Coupler, Green","748666002081","Hoses & Couplers","0.26875","3.5","2.5","3"
"Mishimoto","5.47","MMCP-225SRD","Mishimoto 2.25"" Straight Coupler, Red","748354806991","Hoses & Couplers","0.26875","2.5","2.5","3"
"Mishimoto","5.28","MMCP-25125BK","Mishimoto Straight Silicone Coupler - 2.5"" x 1.25"", Black","748354803662","Hoses & Couplers","0.26875","1.5","1.5","2.5"
"Mishimoto","4.97","MMCP-25125BL","Mishimoto Straight Silicone Coupler - 2.5"" x 1.25"", Blue","748354803679","Hoses & Couplers","0.26875","1.5","1.5","2.5"
"Mishimoto","5.28","MMCP-25125RD","Mishimoto Straight Silicone Coupler - 2.5"" x 1.25"", Red","748354803686","Hoses & Couplers","0.26875","1.5","1.5","2.5"
"Mishimoto","5.28","MMCP-2515BK","Mishimoto Straight Silicone Coupler - 2.5"" x 1.5"", Black","748354803648","Hoses & Couplers","0.26875","2","2","2.5"
"Mishimoto","4.97","MMCP-2515BL","Mishimoto Straight Silicone Coupler - 2.5"" x 1.5"", Blue","748354803655","Hoses & Couplers","0.26875","2","2","2.5"
"Mishimoto","4.50","MMCP-2515WH","Mishimoto Straight Silicone Coupler - 2.5"" to 1.5"", White","748666001886","Hoses & Couplers","0.26875","2","2","2.5"
"Mishimoto","11.75","MMCP-25275BK","Mishimoto 2.5"" to 2.75"" Silicone Transition Coupler, Black","748354807004","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","11.75","MMCP-25275BL","Mishimoto 2.5"" to 2.75"" Silicone Transition Coupler, Black","748354807011","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","14.11","MMCP-25275GN","Mishimoto 2.5"" to 2.75"" Silicone Transition Coupler, Green","748666001992","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","14.11","MMCP-25275PR","Mishimoto 2.5"" to 2.75"" Silicone Transition Coupler, Purple","748666001985","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","11.75","MMCP-25275RD","Mishimoto 2.5"" to 2.75"" Silicone Transition Coupler, Black","748354807028","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","11.75","MMCP-2530BK","Mishimoto 2.5"" to 3"" Silicone Transition Coupler, Black","748354804249","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","11.75","MMCP-2530BL","Mishimoto 2.5"" to 3"" Silicone Transition Coupler, Blue","748354804256","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","14.11","MMCP-2530GN","Mishimoto 2.5"" to 3"" Silicone Transition Coupler, Green","748666001930","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","14.11","MMCP-2530PR","Mishimoto 2.5"" to 3"" Silicone Transition Coupler, Purple","748666001923","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","11.52","MMCP-2530RD","Mishimoto 2.5"" to 3"" Silicone Transition Coupler, Red","748354804263","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","14.11","MMCP-2530WH","Mishimoto 2.5"" to 3"" Silicone Transition Coupler, White","748666001947","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","25.50","MMCP-2545BK","Mishimoto 45 Degree Coupler, 2.5"", Black","748354808575","Hoses & Couplers","2.28","3","9","14"
"Mishimoto","25.50","MMCP-2545BL","Mishimoto 45 Degree Coupler, 2.5""","748354809992","Hoses & Couplers","2.28","3","9","14"
"Mishimoto","28.23","MMCP-2545GN","Mishimoto 45 Degree Coupler, 2.5"", Green","748666001725","Hoses & Couplers","1.79","3","9","11"
"Mishimoto","28.23","MMCP-2545PR","Mishimoto 45 Degree Coupler, 2.5"", Purple","748666001718","Hoses & Couplers","0.6","3","3","11"
"Mishimoto","25.50","MMCP-2545RD","Mishimoto 45 Degree Coupler, 2.5"", Red","748354808582","Hoses & Couplers","2.28","3","9","14"
"Mishimoto","15.76","MMCP-2590BK","Mishimoto 2.5"", 90 Degree Coupler, Black","748354804270","Hoses & Couplers","0.55","3.5","4","6.5"
"Mishimoto","15.76","MMCP-2590BL","Mishimoto 2.5"", 90 Degree Coupler, Blue","748354804287","Hoses & Couplers","0.55","3.5","4","6.5"
"Mishimoto","17.25","MMCP-2590GN","Mishimoto 2.5"", 90 Degree Coupler, Green","748666001787","Hoses & Couplers","0.55","3.5","4","6.5"
"Mishimoto","18.31","MMCP-2590PR","Mishimoto 2.5"", 90 Degree Coupler, Purple","748666001770","Hoses & Couplers","0.55","3.5","4","6.5"
"Mishimoto","15.76","MMCP-2590RD","Mishimoto 2.5"", 90 Degree Coupler, Red","748354804294","Hoses & Couplers","0.55","3.5","4","6.5"
"Mishimoto","17.25","MMCP-2590WH","Mishimoto 2.5"", 90 Degree Coupler, White","748666001794","Hoses & Couplers","0.55","3.5","4","6.5"
"Mishimoto","5.47","MMCP-25SBK","Mishimoto 2.5"" Straight Coupler, Black","748354804300","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","5.47","MMCP-25SBL","Mishimoto 2.5"" Straight Coupler, Blue","748354804317","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","6.47","MMCP-25SGN","Mishimoto 2.5"" Straight Coupler, Green","748666001961","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","6.47","MMCP-25SPR","Mishimoto 2.5"" Straight Coupler, Purple","748666001954","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","5.47","MMCP-25SRD","Mishimoto 2.5"" Straight Coupler, Red","748354804324","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","6.47","MMCP-25SWH","Mishimoto 2.5"" Straight Coupler, White","748666001978","Hoses & Couplers","0.26875","3","3","3"
"Mishimoto","7.00","MMCP-27530BK","Mishimoto 2.75"" to 3"" Transitiion Silicone Coupler, Black","811580038075","Hoses & Couplers","0.38","3","3","7"
"Mishimoto","7.84","MMCP-27590BK","Mishimoto 2.75"", 90 Degree Silicone Coupler, Black","748666000216","Hoses & Couplers","0.38","3","3","7"
"Mishimoto","7.53","MMCP-27590BL","Mishimoto 2.75"", 90 Degree Silicone Coupler, Blue","748666000223","Hoses & Couplers","0.38","3","3","7"
"Mishimoto","9.87","MMCP-27590PR","Mishimoto 2.75"", 90 Degree Silicone Coupler, Purple","748666001657","Hoses & Couplers","0.26875","3","3","1"
"Mishimoto","3.64","MMCP-275SBK","Mishimoto 2.75"" Straight Silicone Coupler , Black","748354009828","Hoses & Couplers","0.26875","3.5","3.5","3"
"Mishimoto","5.36","MMCP-2SBK","Mishimoto 2.00"" Silicone Coupler, Black","748666000247","Hoses & Couplers","0.26875","2.5","2.5","3"
"Mishimoto","5.36","MMCP-2SBL","Mishimoto 2.00"" Silicone Coupler, Blue","748666000254","Hoses & Couplers","0.26875","2.5","2.5","3"
"Mishimoto","6.43","MMCP-2SGN","Mishimoto 2.00"" Silicone Coupler, Green","748666001633","Hoses & Couplers","0.26875","2.5","2.5","3"
"Mishimoto","6.43","MMCP-2SPR","Mishimoto 2.00"" Silicone Coupler, Purple","748666001626","Hoses & Couplers","0.26875","2.5","2.5","3"
"Mishimoto","5.36","MMCP-2SRD","Mishimoto 2.00"" Silicone Coupler, Red","748666000261","Hoses & Couplers","0.26875","2.5","2.5","3"
"Mishimoto","6.43","MMCP-2SWH","Mishimoto 2.00"" Silicone Coupler, White","748666001640","Hoses & Couplers","0.26875","2.5","2.5","3"
"Mishimoto","21.86","MMCP-3090BK","Mishimoto 3.0"", 90 Degree Coupler, Black","748354805727","Hoses & Couplers","0.89","3","5.5","9"
"Mishimoto","20.60","MMCP-3090BL","Mishimoto 3.0"", 90 Degree Coupler, Blue","748354805734","Hoses & Couplers","0.89","3","5.5","9"
"Mishimoto","17.00","MMCP-3090GN","Mishimoto 3.0"", 90 Degree Coupler, Green","748666001848","Hoses & Couplers","0.89","3","5.5","9"
"Mishimoto","24.90","MMCP-3090PR","Mishimoto 3.0"", 90 Degree Coupler, Purple","748666001831","Hoses & Couplers","0.89","3","5.5","9"
"Mishimoto","20.60","MMCP-3090RD","Mishimoto 3.0"", 90 Degree Coupler, Red","748354805741","Hoses & Couplers","0.89","3","5.5","9"
"Mishimoto","24.90","MMCP-3090WH","Mishimoto 3.0"", 90 Degree Coupler, White","748666001855","Hoses & Couplers","0.89","3","5.5","9"
"Mishimoto","5.47","MMCP-30SBK","Mishimoto 3"" Straight Coupler, Black","748354804331","Hoses & Couplers","0.26875","3.5","3.5","3"
"Mishimoto","5.47","MMCP-30SBL","Mishimoto 3"" Straight Coupler, Blue","748354804348","Hoses & Couplers","0.26875","3.5","3.5","3"
"Mishimoto","8.00","MMCP-30SGN","Mishimoto 3"" Straight Coupler, Green","748666001909","Hoses & Couplers","0.26875","3.5","3.5","3"
"Mishimoto","6.47","MMCP-30SPR","Mishimoto 3"" Straight Coupler, Purple","748666001893","Hoses & Couplers","0.26875","3.5","3.5","3"
"Mishimoto","5.47","MMCP-30SRD","Mishimoto 3"" Straight Coupler, Red","748354804355","Hoses & Couplers","0.26875","3.5","3.5","3"
"Mishimoto","6.34","MMCP-30SWH","Mishimoto 3"" Straight Coupler, White","748666001916","Hoses & Couplers","0.26875","3.5","3.5","3"
"Mishimoto","5.15","MMCP-35SBK","Mishimoto 3.5"" Straight Silicone Coupler, Black","811580038228","Hoses & Couplers","0.75","5","5","5"
"Mishimoto","5.15","MMCP-35SBL","Mishimoto 3.5"" Straight Silicone Coupler, Blue","811580038235","Hoses & Couplers","0.75","5","5","5"
"Mishimoto","5.15","MMCP-35SRD","Mishimoto 3.5"" Straight Silicone Coupler, Red","811580038242","Hoses & Couplers","0.75","5","5","5"
"Mishimoto","6.47","MMCP-8751125BK","Mishimoto Transition Coupler, 0.875"" to 1.125"", Black","748354811650","Hoses & Couplers","0.26875","1.25","1.25","4"
"Mishimoto","30.71","MMCP-R45-17525BK","Mishimoto Silicone Reducer Coupler, 45 Degree, 1.75” to 2.5”, Black","840197704905","Hoses & Couplers","0.48","2.75","6.5","4.5"
"Mishimoto","30.71","MMCP-R45-17525BL","Mishimoto Silicone Reducer Coupler, 45 Degree, 1.75” to 2.5”, Blue","840197704912","Hoses & Couplers","0.48","2.75","6.5","4.5"
"Mishimoto","30.71","MMCP-R45-17525RD","Mishimoto Silicone Reducer Coupler, 45 Degree, 1.75” to 2.5”, Red","840197704929","Hoses & Couplers","0.48","2.75","6.5","4.5"
"Mishimoto","31.68","MMCP-R45-20225BK","Mishimoto Silicone Reducer Coupler, 45 Degree, 2” to 2.25”, Black","840197704936","Hoses & Couplers","0.44","2.5","6.5","4.5"
"Mishimoto","31.68","MMCP-R45-20225BL","Mishimoto Silicone Reducer Coupler, 45 Degree, 2” to 2.25”, Blue","840197704943","Hoses & Couplers","0.44","2.5","6.5","4.5"
"Mishimoto","31.68","MMCP-R45-20225RD","Mishimoto Silicone Reducer Coupler, 45 Degree, 2” to 2.25”, Red","840197704950","Hoses & Couplers","0.44","2.5","6.5","4.5"
"Mishimoto","33.59","MMCP-R45-2025BK","Mishimoto Silicone Reducer Coupler, 45 Degree, 2” to 2.5”, Black","840197704967","Hoses & Couplers","0.51","2.75","6.5","4.75"
"Mishimoto","33.59","MMCP-R45-2025BL","Mishimoto Silicone Reducer Coupler, 45 Degree, 2” to 2.5”, Blue","840197704974","Hoses & Couplers","0.51","2.75","6.5","4.75"
"Mishimoto","33.59","MMCP-R45-2025RD","Mishimoto Silicone Reducer Coupler, 45 Degree, 2” to 2.5”, Red","840197704981","Hoses & Couplers","0.51","2.75","6.5","4.75"
"Mishimoto","33.59","MMCP-R45-2030BK","Mishimoto Silicone Reducer Coupler, 45 Degree, 2” to 3”, Black","840197704998","Hoses & Couplers","0.73","3.25","7.5","5"
"Mishimoto","33.59","MMCP-R45-2030BL","Mishimoto Silicone Reducer Coupler, 45 Degree, 2” to 3”, Blue","840197705001","Hoses & Couplers","0.73","3.25","7.5","5"
"Mishimoto","33.59","MMCP-R45-2030RD","Mishimoto Silicone Reducer Coupler, 45 Degree, 2” to 3”, Red","840197705018","Hoses & Couplers","0.73","3.25","7.5","5"
"Mishimoto","33.59","MMCP-R45-22525BK","Mishimoto Silicone Reducer Coupler, 45 Degree, 2.25” to 2.5”, Black","840197705025","Hoses & Couplers","0.53","2.75","6.75","4.75"
"Mishimoto","33.59","MMCP-R45-22525BL","Mishimoto Silicone Reducer Coupler, 45 Degree, 2.25” to 2.5”, Blue","840197705032","Hoses & Couplers","0.53","2.75","6.75","4.75"
"Mishimoto","33.59","MMCP-R45-22525RD","Mishimoto Silicone Reducer Coupler, 45 Degree, 2.25” to 2.5”, Red","840197705049","Hoses & Couplers","0.53","2.75","6.75","4.75"
"Mishimoto","34.56","MMCP-R45-22530BK","Mishimoto Silicone Reducer Coupler, 45 Degree, 2.25” to 3”, Black","840197705056","Hoses & Couplers","0.76","3.25","7.75","5"
"Mishimoto","34.56","MMCP-R45-22530BL","Mishimoto Silicone Reducer Coupler, 45 Degree, 2.25” to 3”, Blue","840197705063","Hoses & Couplers","0.76","3.25","7.75","5"
"Mishimoto","34.56","MMCP-R45-22530RD","Mishimoto Silicone Reducer Coupler, 45 Degree, 2.25” to 3”, Red","840197705070","Hoses & Couplers","0.76","3.25","7.75","5"
"Mishimoto","37.44","MMCP-R45-25275BK","Mishimoto Silicone Reducer Coupler, 45 Degree, 2.5” to 2.75”, Black","840197705087","Hoses & Couplers","0.68","3","7.5","5"
"Mishimoto","37.44","MMCP-R45-25275BL","Mishimoto Silicone Reducer Coupler, 45 Degree, 2.5” to 2.75”, Blue","840197705094","Hoses & Couplers","0.68","3","7.5","5"
"Mishimoto","37.44","MMCP-R45-25275RD","Mishimoto Silicone Reducer Coupler, 45 Degree, 2.5” to 2.75”, Red","840197705100","Hoses & Couplers","0.68","3","7.5","5"
"Mishimoto","38.40","MMCP-R45-2530BK","Mishimoto Silicone Reducer Coupler, 45 Degree, 2.5” to 3”, Black","840197705117","Hoses & Couplers","0.8","3.25","7.75","5.25"
"Mishimoto","38.40","MMCP-R45-2530BL","Mishimoto Silicone Reducer Coupler, 45 Degree, 2.5” to 3”, Blue","840197705124","Hoses & Couplers","0.8","3.25","7.75","5.25"
